age,workclass,education,marital-status,occupation,sex,capital-gain,hours-per-week,income
25, Private, Bachelors, Never-married, Tech-support, Female,0,40,<=50K
20, Private, HS-grad, Never-married, Adm-clerical, Female,0,40,<=50K
32, Private, HS-grad, Never-married, Sales, Female,0,50,<=50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,20,<=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Male,0,60,>50K
18, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Male,0,40,<=50K
41, Local-gov, Bachelors, Separated, Prof-specialty, Female,0,40,<=50K
48, Private, HS-grad, Never-married, Machine-op-inspct, Male,0,40,<=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,5178,90,>50K
41, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Male,0,40,<=50K
23, Private, HS-grad, Never-married, Craft-repair, Female,0,20,<=50K
32, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Male,0,45,>50K
33, Private, HS-grad, Never-married, Craft-repair, Male,0,40,<=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
22, Private, Some-college, Never-married, Sales, Male,0,65,<=50K
33, Private, Some-college, Divorced, Other-service, Female,0,50,<=50K
42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Male,0,38,>50K
25, Private, HS-grad, Never-married, Adm-clerical, Female,0,40,<=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Male,0,50,>50K
35, Private, Bachelors, Married-civ-spouse, Sales, Male,0,45,>50K
50, Private, Some-college, Married-civ-spouse, Adm-clerical, Female,0,38,>50K
49, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Male,0,50,>50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Male,0,40,<=50K
47, Federal-gov, Some-college, Divorced, Adm-clerical, Female,0,40,<=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Female,0,40,>50K
42, State-gov, Assoc-acdm, Divorced, Prof-specialty, Male,0,40,<=50K
37, Private,11th, Never-married, Transport-moving, Male,0,60,>50K
25, Private, Bachelors, Never-married, Craft-repair, Male,0,40,<=50K
29, Private,10th, Married-civ-spouse, Craft-repair, Male,5013,40,<=50K
26, Private, Some-college, Never-married, Sales, Male,0,45,<=50K
26, ?, Some-college, Never-married, ?, Female,0,40,<=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
34, Private, HS-grad, Separated, Exec-managerial, Female,0,30,<=50K
33, Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Female,0,40,<=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,45,<=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Male,0,75,<=50K
21, Private, Some-college, Never-married, Other-service, Female,0,35,<=50K
23, Private, Assoc-acdm, Never-married, Other-service, Female,0,35,<=50K
30, Private, HS-grad, Never-married, Tech-support, Female,0,40,<=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Male,0,45,>50K
38, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Male,0,50,<=50K
20, Private, HS-grad, Never-married, Sales, Male,0,40,<=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Male,0,50,>50K
37, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Male,99999,50,>50K
44, Local-gov, Masters, Never-married, Prof-specialty, Male,0,42,<=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,>50K
45, Local-gov, Bachelors, Never-married, Exec-managerial, Male,0,40,<=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,>50K
17, Private,10th, Never-married, Other-service, Male,0,30,<=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Female,0,36,>50K
45, Private, Bachelors, Widowed, Prof-specialty, Female,10520,50,>50K
37, Private, Some-college, Never-married, Adm-clerical, Female,0,40,<=50K
44, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Male,0,40,>50K
55, Local-gov, Masters, Widowed, Prof-specialty, Female,914,50,<=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,0,48,<=50K
23, Private, Bachelors, Never-married, Adm-clerical, Female,2174,40,<=50K
38, Private, Some-college, Never-married, Adm-clerical, Female,0,40,<=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Female,0,40,<=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,7298,40,>50K
18, Private,11th, Never-married, Exec-managerial, Male,0,20,<=50K
47, Private, Assoc-voc, Married-civ-spouse, Other-service, Male,0,40,<=50K
25, Private, Some-college, Never-married, Prof-specialty, Female,0,8,<=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Male,0,50,<=50K
23, Private, Some-college, Never-married, Adm-clerical, Female,0,24,<=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Female,0,40,<=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Male,2407,50,<=50K
30, Local-gov, Some-college, Never-married, Adm-clerical, Male,0,40,<=50K
42, Private, Some-college, Married-civ-spouse, Sales, Male,0,40,>50K
35, Private, HS-grad, Divorced, Exec-managerial, Female,0,40,<=50K
28, ?, Bachelors, Never-married, ?, Male,0,18,<=50K
29, Private, Some-college, Separated, Tech-support, Female,0,40,<=50K
21, Private, Some-college, Married-spouse-absent, Adm-clerical, Female,0,15,<=50K
48, State-gov, Masters, Divorced, Prof-specialty, Male,0,40,>50K
44, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Male,0,60,<=50K
34, Local-gov,9th, Never-married, Other-service, Male,0,40,<=50K
19, Private, HS-grad, Never-married, Other-service, Female,0,25,<=50K
32, Private, Some-college, Divorced, Craft-repair, Male,0,40,>50K
31, State-gov, Assoc-acdm, Separated, Other-service, Female,0,40,<=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Male,2407,40,<=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Male,0,40,>50K
46, Federal-gov,11th, Widowed, Adm-clerical, Female,0,40,<=50K
18, Private,12th, Never-married, Adm-clerical, Male,0,40,<=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Female,0,20,<=50K
28, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Female,0,40,<=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,0,48,>50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,>50K
17, ?,10th, Never-married, ?, Female,0,15,<=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
46, Private, Some-college, Married-civ-spouse, Sales, Male,15024,40,>50K
38, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Male,0,44,<=50K
24, Private, Bachelors, Never-married, Sales, Male,0,60,<=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,0,40,>50K
60, Federal-gov, Some-college, Divorced, Prof-specialty, Female,0,40,<=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Male,0,60,>50K
63, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
40, Private, HS-grad, Married-civ-spouse, Sales, Male,0,60,>50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Male,0,50,>50K
49, Private, Some-college, Married-civ-spouse, Adm-clerical, Male,0,50,>50K
36, Private, HS-grad, Divorced, Sales, Female,0,40,<=50K
65, Local-gov, HS-grad, Married-civ-spouse, Other-service, Male,0,8,<=50K
41, Private, Bachelors, Widowed, Exec-managerial, Male,0,20,<=50K
25, Private, Masters, Separated, Other-service, Female,0,40,<=50K
20, ?, Some-college, Never-married, ?, Female,0,35,<=50K
60, Private, Assoc-voc, Widowed, Adm-clerical, Male,0,40,<=50K
17, Local-gov,11th, Never-married, Prof-specialty, Female,0,20,<=50K
28, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Female,0,16,>50K
31, Private, Assoc-acdm, Never-married, Craft-repair, Male,0,50,<=50K
47, Private, Masters, Never-married, Prof-specialty, Female,0,35,<=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Male,0,45,<=50K
51, Private, Bachelors, Never-married, Prof-specialty, Male,0,40,<=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Male,0,40,<=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Female,0,60,>50K
34, Private, HS-grad, Never-married, Exec-managerial, Male,0,50,<=50K
19, Private, Some-college, Never-married, Prof-specialty, Male,0,10,<=50K
51, ?, HS-grad, Married-civ-spouse, ?, Male,0,40,>50K
46, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Male,0,40,<=50K
30, Private, Doctorate, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
37, Private,10th, Married-civ-spouse, Farming-fishing, Male,0,35,<=50K
56, Private, Prof-school, Married-civ-spouse, Prof-specialty, Male,0,45,>50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Male,0,45,<=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Male,0,50,>50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
45, Private, Bachelors, Divorced, Sales, Male,8614,48,>50K
34, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Male,0,40,<=50K
45, ?,9th, Separated, ?, Male,0,40,<=50K
41, Private, Bachelors, Never-married, Adm-clerical, Male,0,40,<=50K
22, ?, Some-college, Never-married, ?, Male,0,20,<=50K
34, Private, Prof-school, Married-civ-spouse, Prof-specialty, Male,0,50,>50K
27, Private, HS-grad, Never-married, Craft-repair, Male,0,40,<=50K
29, Private, Some-college, Never-married, Handlers-cleaners, Male,0,37,<=50K
19, Federal-gov,12th, Never-married, Other-service, Female,0,30,<=50K
47, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Male,0,40,<=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Male,0,50,>50K
52, Private, Assoc-voc, Separated, Exec-managerial, Female,0,60,<=50K
33, Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Male,0,60,<=50K
29, Private,9th, Married-civ-spouse, Transport-moving, Male,0,40,<=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Male,0,40,<=50K
23, Private, Some-college, Never-married, Exec-managerial, Male,0,40,<=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,60,<=50K
43, Private,5th-6th, Never-married, Machine-op-inspct, Female,0,40,<=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,>50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,>50K
26, Private, HS-grad, Never-married, Adm-clerical, Male,0,60,<=50K
58, Local-gov, Some-college, Never-married, Prof-specialty, Female,0,55,<=50K
47, Self-emp-inc, Prof-school, Divorced, Prof-specialty, Male,27828,50,>50K
55, Private, Bachelors, Never-married, Tech-support, Female,0,38,<=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Female,5013,40,<=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Female,0,40,<=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Male,0,50,<=50K
19, Private,11th, Never-married, Other-service, Male,0,40,<=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Male,10605,40,>50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Male,0,40,<=50K
76, Private,9th, Married-civ-spouse, Protective-serv, Male,0,13,<=50K
23, State-gov, Assoc-voc, Never-married, Tech-support, Female,0,40,<=50K
38, Self-emp-not-inc,5th-6th, Never-married, Transport-moving, Male,0,40,<=50K
33, State-gov, Masters, Never-married, Prof-specialty, Male,0,30,<=50K
48, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
56, Private, Some-college, Divorced, Transport-moving, Male,0,40,>50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
44, Local-gov, Some-college, Divorced, Prof-specialty, Female,0,25,<=50K
27, Private, HS-grad, Divorced, Adm-clerical, Female,0,40,<=50K
33, Federal-gov, Some-college, Never-married, Exec-managerial, Male,0,50,<=50K
22, Private,5th-6th, Never-married, Handlers-cleaners, Male,0,40,<=50K
18, ?, Some-college, Never-married, ?, Female,0,20,<=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Male,0,60,<=50K
34, Private, Some-college, Never-married, Adm-clerical, Female,0,40,<=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Male,0,40,<=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Male,0,40,<=50K
59, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
33, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Female,0,40,>50K
52, Private, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,49,<=50K
17, Private,12th, Never-married, Sales, Female,0,15,<=50K
29, Private, HS-grad, Never-married, Other-service, Male,0,30,<=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Male,0,30,>50K
20, Private, Some-college, Never-married, Handlers-cleaners, Male,0,24,<=50K
42, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Male,0,50,>50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,50,<=50K
55, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Female,0,30,<=50K
27, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Female,0,25,<=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,45,<=50K
55, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Male,0,45,<=50K
44, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
53, State-gov, Some-college, Never-married, Protective-serv, Female,0,40,<=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
25, Private, HS-grad, Divorced, Adm-clerical, Female,0,40,<=50K
44, State-gov, Bachelors, Divorced, Prof-specialty, Female,0,40,<=50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Male,0,35,>50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
26, Private, Some-college, Never-married, Transport-moving, Male,0,40,<=50K
30, Private,7th-8th, Separated, Farming-fishing, Male,0,45,<=50K
32, Private, Masters, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Male,0,48,<=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Male,7298,50,>50K
39, Private, HS-grad, Separated, Sales, Female,0,47,<=50K
57, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
21, Private, HS-grad, Never-married, Craft-repair, Male,594,40,<=50K
22, State-gov, Some-college, Never-married, Other-service, Male,0,10,<=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
26, State-gov, Some-college, Married-civ-spouse, Other-service, Male,0,40,<=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
42, Private, Some-college, Divorced, Adm-clerical, Female,0,30,<=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Male,0,43,<=50K
22, Private,11th, Never-married, Craft-repair, Male,0,45,<=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,45,>50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
18, ?, Some-college, Never-married, ?, Female,0,40,<=50K
33, Self-emp-not-inc,1st-4th, Married-spouse-absent, Craft-repair, Male,0,40,<=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Male,0,50,<=50K
18, Private,11th, Married-civ-spouse, Handlers-cleaners, Male,0,40,<=50K
32, Local-gov, Some-college, Never-married, Craft-repair, Male,0,40,<=50K
33, Private, Doctorate, Never-married, Prof-specialty, Female,0,60,>50K
20, Private, Some-college, Never-married, Prof-specialty, Male,0,15,<=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,20,<=50K
61, Private,7th-8th, Married-civ-spouse, Sales, Male,0,50,>50K
48, Private, Doctorate, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
45, Private, HS-grad, Married-civ-spouse, Sales, Male,0,40,<=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Female,7688,40,>50K
32, Federal-gov, HS-grad, Never-married, Other-service, Female,0,32,<=50K
35, Private, Bachelors, Divorced, Other-service, Female,0,40,<=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
53, Private,7th-8th, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
30, Private, Some-college, Separated, Sales, Female,0,16,<=50K
37, Private, HS-grad, Never-married, Transport-moving, Male,0,40,<=50K
40, Private, Bachelors, Divorced, Protective-serv, Male,0,45,<=50K
25, Private, Some-college, Never-married, Adm-clerical, Female,0,40,<=50K
41, Private, HS-grad, Never-married, Sales, Female,0,60,<=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,98,>50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
28, Private, HS-grad, Never-married, Craft-repair, Male,0,40,<=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Male,7298,40,>50K
53, Private, Some-college, Married-civ-spouse, Sales, Male,0,55,<=50K
44, Private,1st-4th, Never-married, Other-service, Male,0,10,<=50K
35, Private, HS-grad, Divorced, Exec-managerial, Female,0,40,<=50K
38, Private, Some-college, Divorced, Craft-repair, Male,0,58,<=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Female,0,40,<=50K
24, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Female,0,45,<=50K
65, Local-gov, HS-grad, Widowed, Other-service, Female,0,25,<=50K
29, Private, Assoc-acdm, Married-civ-spouse, Sales, Male,0,60,<=50K
39, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Male,99999,65,>50K
46, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Male,0,40,>50K
37, Private,7th-8th, Married-civ-spouse, Farming-fishing, Male,2580,60,<=50K
47, State-gov, Masters, Married-civ-spouse, Exec-managerial, Male,0,47,>50K
62, Private, Some-college, Married-civ-spouse, Other-service, Male,0,40,<=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Male,0,60,<=50K
90, Private, Some-college, Never-married, Other-service, Male,0,35,<=50K
33, Private, Assoc-acdm, Married-spouse-absent, Craft-repair, Male,0,20,<=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Male,0,45,<=50K
25, Private, Assoc-acdm, Never-married, Craft-repair, Male,0,40,<=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Male,0,50,>50K
52, Private, Bachelors, Married-spouse-absent, Other-service, Male,0,50,<=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Male,0,40,<=50K
31, Private, HS-grad, Never-married, Other-service, Male,0,18,<=50K
39, Private, Masters, Married-civ-spouse, Transport-moving, Male,0,40,<=50K
59, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Female,0,40,<=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Male,0,55,<=50K
49, Private,7th-8th, Never-married, Prof-specialty, Male,0,45,<=50K
34, Private,9th, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
22, Private, Bachelors, Never-married, Sales, Male,0,40,<=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Male,0,40,<=50K
39, State-gov, HS-grad, Divorced, Other-service, Female,0,40,<=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Male,0,60,<=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,3103,40,>50K
34, Private, HS-grad, Never-married, Other-service, Male,0,40,<=50K
28, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Female,0,55,<=50K
18, Private,12th, Never-married, Sales, Female,0,24,<=50K
20, Private, HS-grad, Never-married, Sales, Male,0,30,<=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Female,0,40,<=50K
55, State-gov, Assoc-voc, Widowed, Exec-managerial, Female,0,38,<=50K
22, Private, Some-college, Never-married, Sales, Female,0,40,<=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Male,0,40,<=50K
40, Private,10th, Divorced, Craft-repair, Male,0,50,<=50K
47, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Female,0,30,<=50K
23, Private, Bachelors, Never-married, Exec-managerial, Female,0,35,<=50K
57, Local-gov, HS-grad, Widowed, Transport-moving, Female,0,40,<=50K
52, Private,11th, Married-civ-spouse, Other-service, Male,0,40,<=50K
42, Private,7th-8th, Widowed, Craft-repair, Male,0,40,<=50K
25, Private, Assoc-acdm, Never-married, Handlers-cleaners, Male,0,20,<=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Female,0,40,>50K
41, Federal-gov, Some-college, Never-married, Protective-serv, Male,0,40,<=50K
40, State-gov, Assoc-voc, Married-civ-spouse, Other-service, Male,0,30,<=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,55,>50K
58, Private, HS-grad, Never-married, Transport-moving, Male,0,40,<=50K
26, Private, Bachelors, Never-married, Other-service, Female,0,35,<=50K
57, Private,10th, Divorced, Adm-clerical, Female,0,70,<=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Male,0,60,<=50K
42, Private, HS-grad, Separated, Sales, Female,0,40,<=50K
28, Private, Some-college, Never-married, Exec-managerial, Male,2174,55,<=50K
17, ?,9th, Never-married, ?, Male,0,40,<=50K
39, Self-emp-not-inc,9th, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,0,40,<=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,4386,48,>50K
51, Self-emp-not-inc, Some-college, Divorced, Sales, Female,0,50,<=50K
27, Private, Some-college, Never-married, Adm-clerical, Female,0,39,<=50K
41, Private, HS-grad, Divorced, Adm-clerical, Female,0,43,<=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
54, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Female,10520,30,>50K
73, ?, HS-grad, Widowed, ?, Female,0,8,<=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Female,0,30,<=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Male,0,49,<=50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Female,0,45,>50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Female,0,40,<=50K
32, Local-gov, HS-grad, Married-civ-spouse, Other-service, Male,0,41,<=50K
27, Private, Masters, Never-married, Sales, Male,0,40,<=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,>50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Male,0,30,<=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Male,5178,40,>50K
49, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Male,7298,40,>50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,0,50,<=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Male,7688,40,>50K
26, Private,9th, Married-civ-spouse, Craft-repair, Male,0,35,<=50K
21, Private, HS-grad, Never-married, Sales, Male,0,55,<=50K
32, ?, HS-grad, Married-civ-spouse, ?, Female,0,2,>50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,0,50,>50K
23, Private, Bachelors, Never-married, Sales, Male,0,20,<=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Male,0,40,>50K
25, Private, HS-grad, Married-civ-spouse, Sales, Male,0,26,>50K
67, Private, Some-college, Divorced, Adm-clerical, Female,0,40,<=50K
41, Local-gov, HS-grad, Divorced, Transport-moving, Female,0,38,<=50K
49, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Female,0,50,>50K
36, Private, Bachelors, Divorced, Prof-specialty, Female,1506,45,<=50K
18, Private,11th, Never-married, Craft-repair, Male,0,35,<=50K
25, Private,5th-6th, Married-civ-spouse, Handlers-cleaners, Male,0,40,<=50K
43, State-gov, Prof-school, Divorced, Prof-specialty, Male,0,50,<=50K
38, Private, Doctorate, Married-civ-spouse, Exec-managerial, Female,99999,36,>50K
21, Private, Some-college, Never-married, Sales, Male,0,20,<=50K
65, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Male,0,15,<=50K
66, Private, Assoc-voc, Widowed, Prof-specialty, Female,0,35,<=50K
33, Private,11th, Never-married, Transport-moving, Male,0,60,<=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Female,3411,38,<=50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Male,0,40,<=50K
17, Private,12th, Never-married, Other-service, Female,0,16,<=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Male,15024,45,>50K
61, ?, HS-grad, Widowed, ?, Female,0,36,<=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Male,0,40,>50K
43, Local-gov, Some-college, Divorced, Adm-clerical, Female,0,40,<=50K
40, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Male,0,40,>50K
63, Private, Bachelors, Married-civ-spouse, Sales, Male,0,35,<=50K
76, ?, Some-college, Married-civ-spouse, ?, Male,0,20,>50K
42, Private, Assoc-acdm, Divorced, Adm-clerical, Female,0,40,<=50K
43, Federal-gov, Bachelors, Never-married, Exec-managerial, Male,0,40,>50K
76, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Male,0,30,>50K
41, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Male,0,45,>50K
17, Private,10th, Never-married, Prof-specialty, Male,0,20,<=50K
30, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Male,0,40,<=50K
30, Private, Bachelors, Never-married, Prof-specialty, Male,0,50,<=50K
22, Private, Some-college, Never-married, Other-service, Male,0,25,<=50K
53, ?, Bachelors, Divorced, ?, Female,0,20,<=50K
28, Private, HS-grad, Never-married, Other-service, Female,0,52,<=50K
25, ?, Assoc-voc, Never-married, ?, Female,3418,40,<=50K
24, Private, Some-college, Never-married, Sales, Female,0,40,<=50K
47, Private,10th, Married-civ-spouse, Machine-op-inspct, Male,0,40,>50K
34, Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, Male,0,50,<=50K
26, Private, Some-college, Never-married, Sales, Female,0,20,<=50K
63, ?, Bachelors, Widowed, ?, Female,0,56,<=50K
25, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Male,0,75,<=50K
28, Private, Bachelors, Never-married, Sales, Male,0,45,<=50K
36, Private, HS-grad, Never-married, Craft-repair, Female,0,40,<=50K
