estacion,provincia,altura,numero,NroOACI,LAT_decimal,LON_decimal,mes_txt,prec_sup_1mm,humedad,nubosidad,prec_mm,temp,temp_max,temp_min,viento
BUENOS AIRES OBSERVATORIO,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,Nov,7.2,65.3,3.6,117.6,20.9,26.0,16.1,9.6
BUENOS AIRES OBSERVATORIO,CAPITAL FEDERAL,25.0,87585.0,SABA,-34.583333333333336,-58.483333333333334,Dic,6.9,62.8,3.2,122.8,23.6,29.0,18.5,9.1
CATAMARCA AERO,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,Ene,7.0,55.0,3.5,80.9,27.8,34.5,21.9,22.0
CATAMARCA AERO,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,Feb,6.0,59.1,3.5,73.8,26.4,33.0,20.8,19.8
CATAMARCA AERO,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,Mar,5.1,62.5,3.3,50.1,24.6,31.3,19.2,18.9
CATAMARCA AERO,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,Abr,4.1,65.0,3.4,31.1,20.7,27.6,15.0,15.5
CATAMARCA AERO,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,May,2.2,66.5,3.5,12.7,16.2,23.4,10.3,13.0
CATAMARCA AERO,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,Jun,1.2,65.3,3.3,7.0,12.2,20.2,5.6,11.5
CATAMARCA AERO,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,Jul,1.1,56.4,2.7,4.1,11.7,20.3,4.5,12.4
CATAMARCA AERO,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,Ago,0.6,44.7,2.4,2.9,15.8,24.3,7.7,16.6
CATAMARCA AERO,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,Sep,1.3,40.5,2.5,5.6,19.8,27.7,12.2,19.1
CATAMARCA AERO,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,Oct,3.0,44.4,3.0,24.4,23.7,30.8,16.9,21.7
CATAMARCA AERO,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,Nov,4.3,47.0,3.0,45.1,26.0,32.8,19.6,24.0
CATAMARCA AERO,CATAMARCA,464.0,87222.0,SANC,-28.583333333333332,-65.75,Dic,6.3,50.2,3.1,73.4,27.6,34.6,21.3,23.6
CERES AERO,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Ene,7.0,70.8,3.2,140.0,25.5,32.3,19.4,S/D
CERES AERO,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Feb,6.5,74.8,3.2,116.8,24.3,31.1,18.6,S/D
CERES AERO,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Mar,6.8,77.0,3.3,147.3,22.5,29.3,17.0,S/D
CERES AERO,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Abr,5.9,79.7,3.7,101.1,19.1,25.5,14.1,S/D
CERES AERO,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,May,3.3,80.8,4.1,39.7,15.5,22.0,10.7,S/D
CERES AERO,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Jun,2.3,79.9,4.1,18.8,12.7,19.4,7.8,S/D
CERES AERO,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Jul,1.3,74.9,3.4,8.4,11.6,19.1,6.1,S/D
CERES AERO,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Ago,1.4,68.3,3.0,12.0,14.0,22.2,7.5,S/D
CERES AERO,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Sep,3.3,66.2,3.2,31.3,16.7,24.5,10.1,S/D
CERES AERO,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Oct,5.9,68.6,3.7,80.5,20.0,27.1,13.7,S/D
CERES AERO,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Nov,6.8,68.1,3.1,106.4,22.4,29.3,15.9,S/D
CERES AERO,SANTA FE,88.0,87257.0,SANW,-29.866666666666667,-61.93333333333333,Dic,7.4,69.3,3.2,140.9,24.6,31.4,18.1,S/D
CHAMICAL AERO,LA RIOJA,461.0,87320.0,SACT,-30.333333333333332,-66.28333333333333,Ene,5.8,58.3,3.5,93.4,27.0,33.8,20.6,8.4
CHAMICAL AERO,LA RIOJA,461.0,87320.0,SACT,-30.333333333333332,-66.28333333333333,Feb,5.3,62.6,3.7,88.3,25.3,31.9,19.5,6.9
CHAMICAL AERO,LA RIOJA,461.0,87320.0,SACT,-30.333333333333332,-66.28333333333333,Mar,5.2,67.3,3.7,67.2,23.2,29.5,18.0,6.2
CHAMICAL AERO,LA RIOJA,461.0,87320.0,SACT,-30.333333333333332,-66.28333333333333,Abr,3.1,69.0,3.8,27.6,19.3,25.6,14.3,5.0
CHAMICAL AERO,LA RIOJA,461.0,87320.0,SACT,-30.333333333333332,-66.28333333333333,May,1.9,70.3,3.9,10.2,15.2,21.4,10.2,4.3
CHAMICAL AERO,LA RIOJA,461.0,87320.0,SACT,-30.333333333333332,-66.28333333333333,Jun,0.7,68.2,3.5,3.4,11.8,18.6,6.5,4.1
CHAMICAL AERO,LA RIOJA,461.0,87320.0,SACT,-30.333333333333332,-66.28333333333333,Jul,0.6,60.2,2.7,3.2,11.0,18.7,5.0,4.1
CHAMICAL AERO,LA RIOJA,461.0,87320.0,SACT,-30.333333333333332,-66.28333333333333,Ago,0.4,49.7,2.2,2.7,14.3,22.4,7.5,6.0
CHAMICAL AERO,LA RIOJA,461.0,87320.0,SACT,-30.333333333333332,-66.28333333333333,Sep,1.4,46.5,2.5,7.8,18.1,25.7,10.9,8.2
CHAMICAL AERO,LA RIOJA,461.0,87320.0,SACT,-30.333333333333332,-66.28333333333333,Oct,2.5,48.3,2.9,28.1,22.1,29.3,15.0,10.1
CHAMICAL AERO,LA RIOJA,461.0,87320.0,SACT,-30.333333333333332,-66.28333333333333,Nov,4.0,50.7,3.1,45.5,24.6,31.8,17.8,9.9
CHAMICAL AERO,LA RIOJA,461.0,87320.0,SACT,-30.333333333333332,-66.28333333333333,Dic,5.6,53.5,3.2,82.7,26.6,33.8,19.6,8.8
CHILECITO AERO,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,Ene,S/D,59.3,3.6,S/D,25.7,33.7,19.1,S/D
CHILECITO AERO,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,Feb,3.6,62.0,3.6,32.0,24.4,32.0,17.7,S/D
CHILECITO AERO,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,Mar,S/D,65.3,3.4,S/D,22.3,29.9,16.2,S/D
CHILECITO AERO,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,Abr,1.7,S/D,3.1,11.7,18.1,25.5,11.8,S/D
CHILECITO AERO,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,May,0.8,68.5,3.1,3.7,13.6,21.0,6.8,S/D
CHILECITO AERO,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,Jun,0.3,65.3,2.7,1.2,10.3,18.3,2.7,S/D
CHILECITO AERO,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,Jul,0.6,61.4,2.1,2.3,9.5,18.0,1.5,S/D
CHILECITO AERO,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,Ago,S/D,53.7,1.9,S/D,13.1,21.6,3.9,S/D
CHILECITO AERO,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,Sep,0.4,51.0,2.0,2.2,16.6,25.0,7.8,S/D
CHILECITO AERO,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,Oct,0.8,52.6,2.5,5.4,20.7,28.7,12.6,S/D
CHILECITO AERO,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,Nov,S/D,54.3,2.8,S/D,23.2,31.7,16.1,S/D
CHILECITO AERO,LA RIOJA,947.0,87213.0,SANO,-29.216666666666665,-67.43333333333334,Dic,S/D,55.3,3.0,S/D,25.6,33.7,18.4,S/D
COMODORO RIVADAVIA AERO,CHUBUT,46.0,87860.0,SAVC,-45.78333333333333,-67.45,Ene,1.6,39.0,4.2,10.7,19.8,26.3,13.5,23.2
COMODORO RIVADAVIA AERO,CHUBUT,46.0,87860.0,SAVC,-45.78333333333333,-67.45,Feb,2.3,44.8,4.2,17.3,18.8,25.1,12.8,20.4
COMODORO RIVADAVIA AERO,CHUBUT,46.0,87860.0,SAVC,-45.78333333333333,-67.45,Mar,3.0,48.4,4.2,27.7,16.5,22.7,11.0,18.1
COMODORO RIVADAVIA AERO,CHUBUT,46.0,87860.0,SAVC,-45.78333333333333,-67.45,Abr,2.6,51.0,4.1,31.8,13.3,18.8,8.5,18.5
COMODORO RIVADAVIA AERO,CHUBUT,46.0,87860.0,SAVC,-45.78333333333333,-67.45,May,3.8,57.8,4.5,33.5,10.0,14.6,5.7,18.0
COMODORO RIVADAVIA AERO,CHUBUT,46.0,87860.0,SAVC,-45.78333333333333,-67.45,Jun,4.2,59.0,4.5,37.2,7.3,11.3,3.3,20.6
COMODORO RIVADAVIA AERO,CHUBUT,46.0,87860.0,SAVC,-45.78333333333333,-67.45,Jul,3.3,57.9,4.4,21.4,6.7,11.0,2.7,18.6
COMODORO RIVADAVIA AERO,CHUBUT,46.0,87860.0,SAVC,-45.78333333333333,-67.45,Ago,3.3,54.3,4.5,19.3,8.2,13.1,3.9,20.0
COMODORO RIVADAVIA AERO,CHUBUT,46.0,87860.0,SAVC,-45.78333333333333,-67.45,Sep,3.6,51.8,4.5,19.8,10.2,15.6,5.2,19.3
COMODORO RIVADAVIA AERO,CHUBUT,46.0,87860.0,SAVC,-45.78333333333333,-67.45,Oct,2.5,46.3,4.5,12.6,13.1,18.9,7.4,19.5
COMODORO RIVADAVIA AERO,CHUBUT,46.0,87860.0,SAVC,-45.78333333333333,-67.45,Nov,2.4,41.9,4.5,14.3,15.9,22.2,9.9,22.6
COMODORO RIVADAVIA AERO,CHUBUT,46.0,87860.0,SAVC,-45.78333333333333,-67.45,Dic,2.1,39.8,4.5,12.5,18.3,24.7,12.2,24.4
CONCORDIA AERO,ENTRE RIOS,37.0,87395.0,SAAC,-31.3,-58.0,Ene,6.8,65.4,2.9,140.1,25.6,31.9,19.5,S/D
CONCORDIA AERO,ENTRE RIOS,37.0,87395.0,SAAC,-31.3,-58.0,Feb,7.1,70.6,3.1,152.7,24.4,30.4,18.9,S/D
CONCORDIA AERO,ENTRE RIOS,37.0,87395.0,SAAC,-31.3,-58.0,Mar,7.0,73.2,2.9,136.4,22.6,28.6,17.2,S/D
CONCORDIA AERO,ENTRE RIOS,37.0,87395.0,SAAC,-31.3,-58.0,Abr,7.7,77.3,3.3,173.2,19.0,24.8,14.0,S/D
CONCORDIA AERO,ENTRE RIOS,37.0,87395.0,SAAC,-31.3,-58.0,May,6.2,81.5,3.8,111.5,15.4,20.8,10.9,S/D
CONCORDIA AERO,ENTRE RIOS,37.0,87395.0,SAAC,-31.3,-58.0,Jun,5.1,81.6,4.0,86.3,13.0,18.2,8.5,S/D
CONCORDIA AERO,ENTRE RIOS,37.0,87395.0,SAAC,-31.3,-58.0,Jul,4.3,78.5,3.7,55.3,12.1,17.8,7.4,S/D
CONCORDIA AERO,ENTRE RIOS,37.0,87395.0,SAAC,-31.3,-58.0,Ago,4.9,73.7,3.4,74.8,14.1,20.5,8.7,S/D
CONCORDIA AERO,ENTRE RIOS,37.0,87395.0,SAAC,-31.3,-58.0,Sep,5.8,71.6,3.5,89.6,16.1,22.3,10.5,S/D
CONCORDIA AERO,ENTRE RIOS,37.0,87395.0,SAAC,-31.3,-58.0,Oct,8.1,71.7,3.6,161.6,19.1,24.9,13.5,S/D
CONCORDIA AERO,ENTRE RIOS,37.0,87395.0,SAAC,-31.3,-58.0,Nov,6.7,66.3,3.0,134.6,21.8,27.9,15.6,S/D
CONCORDIA AERO,ENTRE RIOS,37.0,87395.0,SAAC,-31.3,-58.0,Dic,7.3,64.6,2.9,151.9,24.2,30.5,17.9,S/D
CORONEL PRINGLES AERO,,,,,,,Ene,6.4,61.5,3.3,73.9,21.5,29.3,13.7,10.8
CORONEL PRINGLES AERO,,,,,,,Feb,6.4,68.7,3.5,91.5,19.9,27.5,13.0,9.3
CORONEL PRINGLES AERO,,,,,,,Mar,6.6,74.4,3.5,81.9,17.5,24.9,11.0,9.1
CORONEL PRINGLES AERO,,,,,,,Abr,5.6,76.1,3.7,62.9,13.2,20.4,7.3,8.0
CORONEL PRINGLES AERO,,,,,,,May,4.6,79.5,4.3,37.9,9.9,16.4,4.8,8.3
CORONEL PRINGLES AERO,,,,,,,Jun,3.3,77.5,4.2,22.5,7.1,13.3,1.9,10.2
CORONEL PRINGLES AERO,,,,,,,Jul,4.1,76.4,4.3,37.0,6.2,12.5,1.1,9.7
CORONEL PRINGLES AERO,,,,,,,Ago,4.1,72.9,4.1,38.3,7.8,14.9,2.2,10.3
CORONEL PRINGLES AERO,,,,,,,Sep,5.5,71.4,4.1,50.6,10.1,17.2,3.5,10.0
CORONEL PRINGLES AERO,,,,,,,Oct,7.6,71.5,4.2,93.2,13.4,20.0,6.8,9.8
CORONEL PRINGLES AERO,,,,,,,Nov,6.8,65.6,3.7,82.4,17.0,24.3,9.4,10.6
CORONEL PRINGLES AERO,,,,,,,Dic,6.9,61.2,3.4,81.2,20.2,28.1,12.0,11.5
CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,Ene,6.8,S/D,S/D,93.5,S/D,29.0,13.8,S/D
CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,Feb,S/D,S/D,S/D,S/D,S/D,S/D,S/D,S/D
CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,Mar,6.4,75.0,3.5,92.3,17.7,25.1,11.0,S/D
CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,Abr,5.3,77.1,3.8,69.4,13.3,20.6,7.1,S/D
CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,May,4.1,81.5,4.4,45.3,9.7,16.4,4.3,S/D
CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,Jun,2.7,80.1,4.4,24.1,6.8,13.2,1.4,S/D
CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,Jul,3.1,S/D,S/D,30.0,S/D,12.5,0.4,S/D
CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,Ago,3.4,73.0,4.1,35.2,7.9,15.2,1.5,S/D
CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,Sep,5.0,71.5,4.0,51.4,10.3,17.6,3.5,S/D
CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,Oct,7.0,72.0,4.2,94.2,13.5,20.3,6.6,S/D
CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,Nov,6.6,65.6,3.8,74.0,16.9,24.3,9.4,S/D
CORONEL SUAREZ AERO,BUENOS AIRES,233.0,87637.0,SAZC,-37.45,-61.88333333333333,Dic,6.8,60.9,3.6,83.4,20.2,27.9,12.1,S/D
CORRIENTES AERO,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,Ene,7.6,71.6,3.5,179.5,26.9,33.0,21.6,11.6
CORRIENTES AERO,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,Feb,7.3,74.1,3.6,152.2,26.1,32.0,21.1,11.4
CORRIENTES AERO,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,Mar,7.1,76.6,3.3,155.2,24.5,30.5,19.7,11.2
CORRIENTES AERO,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,Abr,7.2,78.8,3.6,170.8,21.6,27.3,17.2,10.3
CORRIENTES AERO,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,May,5.5,80.3,3.9,87.8,18.0,23.4,13.7,10.7
CORRIENTES AERO,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,Jun,4.5,80.4,4.3,65.3,16.1,21.4,12.0,10.7
CORRIENTES AERO,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,Jul,3.6,75.2,3.7,32.2,15.2,21.2,10.4,11.2
CORRIENTES AERO,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,Ago,3.1,70.0,3.2,40.3,17.1,23.8,11.6,13.7
CORRIENTES AERO,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,Sep,5.2,68.5,3.6,60.3,19.1,25.8,13.6,13.8
CORRIENTES AERO,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,Oct,8.3,72.1,3.8,153.8,22.1,28.1,16.8,14.5
CORRIENTES AERO,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,Nov,8.1,70.7,3.2,184.8,23.8,29.7,18.0,13.0
CORRIENTES AERO,CORRIENTES,62.0,87166.0,SARC,-27.433333333333334,-58.75,Dic,7.6,71.2,3.5,172.9,26.0,31.9,20.5,12.2
CORDOBA AERO,CORDOBA,495.0,87344.0,SACO,-31.283333333333335,-64.2,Ene,8.5,68.1,3.8,121.9,23.5,29.9,17.5,12.6
CORDOBA AERO,CORDOBA,495.0,87344.0,SACO,-31.283333333333335,-64.2,Feb,7.9,74.0,3.9,140.2,22.0,28.2,16.5,11.3
CORDOBA AERO,CORDOBA,495.0,87344.0,SACO,-31.283333333333335,-64.2,Mar,7.3,75.1,3.8,116.9,20.5,27.0,15.1,11.5
CORDOBA AERO,CORDOBA,495.0,87344.0,SACO,-31.283333333333335,-64.2,Abr,5.2,73.1,4.0,65.3,17.3,24.1,11.9,11.1
CORDOBA AERO,CORDOBA,495.0,87344.0,SACO,-31.283333333333335,-64.2,May,3.2,73.5,4.3,24.4,13.7,20.6,8.4,11.0
CORDOBA AERO,CORDOBA,495.0,87344.0,SACO,-31.283333333333335,-64.2,Jun,0.9,69.4,3.7,6.6,10.6,18.3,4.7,11.4
CORDOBA AERO,CORDOBA,495.0,87344.0,SACO,-31.283333333333335,-64.2,Jul,1.1,63.5,3.4,6.0,9.8,17.7,3.7,11.9
CORDOBA AERO,CORDOBA,495.0,87344.0,SACO,-31.283333333333335,-64.2,Ago,0.7,55.4,3.0,8.5,12.4,20.8,5.5,14.1
CORDOBA AERO,CORDOBA,495.0,87344.0,SACO,-31.283333333333335,-64.2,Sep,3.2,55.0,3.3,32.6,15.2,23.0,8.1,14.9
CORDOBA AERO,CORDOBA,495.0,87344.0,SACO,-31.283333333333335,-64.2,Oct,5.4,60.5,3.8,71.5,18.3,25.4,11.6,14.8
CORDOBA AERO,CORDOBA,495.0,87344.0,SACO,-31.283333333333335,-64.2,Nov,8.1,60.9,3.7,115.9,20.9,28.0,14.2,15.2
CORDOBA AERO,CORDOBA,495.0,87344.0,SACO,-31.283333333333335,-64.2,Dic,8.6,63.3,3.7,146.5,22.9,29.7,16.6,14.4
CORDOBA OBSERVATORIO,CORDOBA,425.0,87345.0,SACK,-31.416666666666668,-64.18333333333334,Ene,8.8,65.1,3.5,121.6,24.7,31.2,18.9,8.5
CORDOBA OBSERVATORIO,CORDOBA,425.0,87345.0,SACK,-31.416666666666668,-64.18333333333334,Feb,8.4,70.5,3.7,126.6,23.2,29.4,17.8,7.7
CORDOBA OBSERVATORIO,CORDOBA,425.0,87345.0,SACK,-31.416666666666668,-64.18333333333334,Mar,7.6,71.9,3.6,99.9,21.8,28.1,16.5,7.6
CORDOBA OBSERVATORIO,CORDOBA,425.0,87345.0,SACK,-31.416666666666668,-64.18333333333334,Abr,5.6,72.0,3.9,61.2,18.4,25.0,13.3,6.9
CORDOBA OBSERVATORIO,CORDOBA,425.0,87345.0,SACK,-31.416666666666668,-64.18333333333334,May,3.3,73.6,4.1,20.7,14.7,21.3,9.9,6.0
CORDOBA OBSERVATORIO,CORDOBA,425.0,87345.0,SACK,-31.416666666666668,-64.18333333333334,Jun,1.0,71.1,3.6,6.7,11.6,19.0,6.4,5.9
CORDOBA OBSERVATORIO,CORDOBA,425.0,87345.0,SACK,-31.416666666666668,-64.18333333333334,Jul,1.3,65.8,3.2,6.7,10.8,18.4,5.5,6.5
CORDOBA OBSERVATORIO,CORDOBA,425.0,87345.0,SACK,-31.416666666666668,-64.18333333333334,Ago,1.0,55.7,2.8,8.0,13.5,21.5,7.4,7.6
CORDOBA OBSERVATORIO,CORDOBA,425.0,87345.0,SACK,-31.416666666666668,-64.18333333333334,Sep,3.1,55.8,3.2,33.7,16.2,23.8,10.0,8.5
CORDOBA OBSERVATORIO,CORDOBA,425.0,87345.0,SACK,-31.416666666666668,-64.18333333333334,Oct,5.9,59.4,3.6,76.9,19.4,26.3,13.4,8.9
CORDOBA OBSERVATORIO,CORDOBA,425.0,87345.0,SACK,-31.416666666666668,-64.18333333333334,Nov,8.3,59.6,3.5,109.7,22.1,29.1,15.8,9.3
CORDOBA OBSERVATORIO,CORDOBA,425.0,87345.0,SACK,-31.416666666666668,-64.18333333333334,Dic,9.6,61.3,3.5,143.9,24.2,31.0,18.1,9.0
DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,Ene,6.6,72.7,3.2,109.2,21.8,28.5,15.4,S/D
DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,Feb,6.5,76.5,3.1,94.2,21.0,27.5,14.9,S/D
DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,Mar,6.8,79.5,3.0,96.3,19.0,25.6,13.2,S/D
DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,Abr,6.7,82.0,3.3,99.4,15.2,21.8,9.9,S/D
DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,May,5.1,84.7,3.7,58.7,11.8,17.9,7.1,S/D
DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,Jun,5.1,85.2,4.0,62.1,8.8,14.5,4.3,S/D
DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,Jul,5.4,84.7,4.0,62.1,8.0,13.6,3.8,S/D
DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,Ago,5.0,81.8,3.8,73.2,10.0,15.9,5.3,S/D
DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,Sep,5.6,79.6,3.8,64.3,11.9,17.7,6.7,S/D
DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,Oct,7.4,78.0,4.0,93.9,14.9,20.7,9.7,S/D
DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,Nov,7.0,74.5,3.5,91.4,17.8,24.0,11.9,S/D
DOLORES AERO,BUENOS AIRES,9.0,87648.0,SAZD,-36.31666666666667,-57.71666666666667,Dic,6.5,71.1,3.2,81.8,20.5,27.3,13.9,S/D
EL BOLSON AERO,RIO NEGRO,326.0,87800.0,SAVB,-41.95,-71.53333333333333,Ene,3.8,59.3,3.3,34.7,17.4,25.7,7.9,5.9
EL BOLSON AERO,RIO NEGRO,326.0,87800.0,SAVB,-41.95,-71.53333333333333,Feb,4.0,65.1,3.1,30.8,16.3,25.7,7.7,5.8
EL BOLSON AERO,RIO NEGRO,326.0,87800.0,SAVB,-41.95,-71.53333333333333,Mar,5.1,71.4,3.7,33.1,12.9,22.2,5.8,4.5
EL BOLSON AERO,RIO NEGRO,326.0,87800.0,SAVB,-41.95,-71.53333333333333,Abr,7.5,78.3,4.2,73.7,9.3,16.9,3.5,3.9
EL BOLSON AERO,RIO NEGRO,326.0,87800.0,SAVB,-41.95,-71.53333333333333,May,10.8,82.3,5.0,109.7,6.4,12.3,1.8,4.9
EL BOLSON AERO,RIO NEGRO,326.0,87800.0,SAVB,-41.95,-71.53333333333333,Jun,13.6,83.3,5.6,173.1,4.2,9.0,0.3,5.8
EL BOLSON AERO,RIO NEGRO,326.0,87800.0,SAVB,-41.95,-71.53333333333333,Jul,12.6,83.8,5.3,130.9,3.6,8.8,-0.4,5.0
EL BOLSON AERO,RIO NEGRO,326.0,87800.0,SAVB,-41.95,-71.53333333333333,Ago,12.9,79.8,5.2,135.2,4.9,11.0,0.5,6.1
EL BOLSON AERO,RIO NEGRO,326.0,87800.0,SAVB,-41.95,-71.53333333333333,Sep,7.3,72.8,4.5,55.3,7.1,14.5,1.2,5.6
EL BOLSON AERO,RIO NEGRO,326.0,87800.0,SAVB,-41.95,-71.53333333333333,Oct,6.9,67.6,4.4,51.3,10.3,17.7,3.3,7.6
EL BOLSON AERO,RIO NEGRO,326.0,87800.0,SAVB,-41.95,-71.53333333333333,Nov,5.8,62.8,4.3,44.4,13.1,20.5,5.0,7.7
EL BOLSON AERO,RIO NEGRO,326.0,87800.0,SAVB,-41.95,-71.53333333333333,Dic,4.2,59.2,3.8,33.4,16.3,23.7,6.8,7.1
EL CALAFATE AERO,SANTA CRUZ,204.0,87904.0,SAWC,-50.28333333333333,-72.05,Ene,1.4,46.6,4.6,6.9,13.9,19.1,7.2,23.2
EL CALAFATE AERO,SANTA CRUZ,204.0,87904.0,SAWC,-50.28333333333333,-72.05,Feb,2.3,51.3,4.4,13.7,13.6,19.2,6.8,20.6
EL CALAFATE AERO,SANTA CRUZ,204.0,87904.0,SAWC,-50.28333333333333,-72.05,Mar,2.6,58.3,4.5,16.7,10.9,16.6,4.7,18.1
EL CALAFATE AERO,SANTA CRUZ,204.0,87904.0,SAWC,-50.28333333333333,-72.05,Abr,3.3,66.1,4.3,19.5,7.1,12.9,1.1,15.6
EL CALAFATE AERO,SANTA CRUZ,204.0,87904.0,SAWC,-50.28333333333333,-72.05,May,3.8,75.1,4.5,20.3,3.4,8.7,-1.7,11.8
EL CALAFATE AERO,SANTA CRUZ,204.0,87904.0,SAWC,-50.28333333333333,-72.05,Jun,3.6,78.4,4.6,14.6,1.0,5.5,-3.7,12.9
EL CALAFATE AERO,SANTA CRUZ,204.0,87904.0,SAWC,-50.28333333333333,-72.05,Jul,3.0,78.3,4.5,13.6,0.6,5.2,-4.4,11.7
EL CALAFATE AERO,SANTA CRUZ,204.0,87904.0,SAWC,-50.28333333333333,-72.05,Ago,3.4,75.3,4.4,14.2,2.0,6.9,-2.8,13.6
EL CALAFATE AERO,SANTA CRUZ,204.0,87904.0,SAWC,-50.28333333333333,-72.05,Sep,2.4,64.0,4.3,11.4,5.2,11.1,-0.8,16.0
EL CALAFATE AERO,SANTA CRUZ,204.0,87904.0,SAWC,-50.28333333333333,-72.05,Oct,2.1,54.9,4.4,13.5,8.0,13.5,1.3,18.9
